Country,ISO_Code,Level,GDLCODE,Region,"2018"
"Eswatini","SWZ","Poverty","SWZp0","Nonpoor",70.6
"Eswatini","SWZ","Wealth quartiles","SWZw41","Lowest 25%",30.1
"Eswatini","SWZ","Wealth quartiles","SWZw42","Second 25%",48.7
"Eswatini","SWZ","Wealth quartiles","SWZw43","Third 25%",62.7
"Eswatini","SWZ","Wealth quartiles","SWZw44","Highest 25%",80.5
"Eswatini","SWZ","Subnat","SWZr101","Hhohho",58.9
"Eswatini","SWZ","Subnat","SWZr104","Lubombo",52.7
"Eswatini","SWZ","Subnat","SWZr102","Manzini",58.1
"Eswatini","SWZ","Subnat","SWZr103","Shiselweni",46.6
"Ethiopia","ETH","National","ETHt","Total",20.4
"Ethiopia","ETH","Urb/rur","ETHtu","Urban",51.8
"Ethiopia","ETH","Urb/rur","ETHtr","Rural",12.3
"Ethiopia","ETH","Poverty","ETHp1","Poor",14.1
"Ethiopia","ETH","Poverty","ETHp0","Nonpoor",67.7
"Ethiopia","ETH","Wealth quartiles","ETHw41","Lowest 25%",6.61
"Ethiopia","ETH","Wealth quartiles","ETHw42","Second 25%",9.94
"Ethiopia","ETH","Wealth quartiles","ETHw43","Third 25%",15.9
"Ethiopia","ETH","Wealth quartiles","ETHw44","Highest 25%",49.0
"Ethiopia","ETH","Subnat","ETHr110","Addis",68.0
"Ethiopia","ETH","Subnat","ETHr102","Affar",21.5
"Ethiopia","ETH","Subnat","ETHr103","Amhara",16.4
"Ethiopia","ETH","Subnat","ETHr106","Ben-Gumz",17.4
"Ethiopia","ETH","Subnat","ETHr111","Dire Dawa",43.8
"Ethiopia","ETH","Subnat","ETHr108","Gambela",25.7
"Ethiopia","ETH","Subnat","ETHr109","Harari",44.1
"Ethiopia","ETH","Subnat","ETHr104","Oromiya",18.5
"Ethiopia","ETH","Subnat","ETHr107","SNNP",16.6
"Ethiopia","ETH","Subnat","ETHr105","Somali",17.0
"Ethiopia","ETH","Subnat","ETHr101","Tigray",23.5
"Fiji","FJI","National","FJIt","Total",
"Fiji","FJI","Urb/rur","FJItu","Urban",
"Fiji","FJI","Urb/rur","FJItr","Rural",
"Fiji","FJI","Poverty","FJIp1","Poor",
"Fiji","FJI","Poverty","FJIp0","Nonpoor",
"Fiji","FJI","Wealth quartiles","FJIw41","Lowest 25%",
"Fiji","FJI","Wealth quartiles","FJIw42","Second 25%",
"Fiji","FJI","Wealth quartiles","FJIw43","Third 25%",
"Fiji","FJI","Wealth quartiles","FJIw44","Highest 25%",
"Fiji","FJI","Subnat","FJIr108","Ba",
"Fiji","FJI","Subnat","FJIr106","Cakaudrove, Bua",
"Fiji","FJI","Subnat","FJIr105","Kadavu, Lau, Lomaiviti, Rotuma",
"Fiji","FJI","Subnat","FJIr107","Macuata",
"Fiji","FJI","Subnat","FJIr109","Nadroga or Navosa",
"Fiji","FJI","Subnat","FJIr101","Naitasiri",
"Fiji","FJI","Subnat","FJIr110","Ra",
"Fiji","FJI","Subnat","FJIr102","Rewa",
"Fiji","FJI","Subnat","FJIr103","Serua, Namosi",
"Fiji","FJI","Subnat","FJIr104","Tailevu",
"Gabon","GAB","National","GABt","Total",64.2
"Gabon","GAB","Urb/rur","GABtu","Urban",70.0
"Gabon","GAB","Urb/rur","GABtr","Rural",34.5
"Gabon","GAB","Poverty","GABp1","Poor",31.0
"Gabon","GAB","Poverty","GABp0","Nonpoor",73.9
"Gabon","GAB","Wealth quartiles","GABw41","Lowest 25%",35.0
"Gabon","GAB","Wealth quartiles","GABw42","Second 25%",60.7
"Gabon","GAB","Wealth quartiles","GABw43","Third 25%",71.7
"Gabon","GAB","Wealth quartiles","GABw44","Highest 25%",89.2
"Gabon","GAB","Subnat","GABr101","Estuaire",60.7
"Gabon","GAB","Subnat","GABr102","Haut Ogooue",58.2
"Gabon","GAB","Subnat","GABr110","Libreville-Port Gentil",73.6
"Gabon","GAB","Subnat","GABr103","Moyen Ogooue",47.0
"Gabon","GAB","Subnat","GABr104","Ngounie",44.8
"Gabon","GAB","Subnat","GABr105","Nyanga",44.7
"Gabon","GAB","Subnat","GABr106","Ogooue Ivindo",38.7
"Gabon","GAB","Subnat","GABr107","Ogooue Lolo",45.5
"Gabon","GAB","Subnat","GABr108","Ogooue Maritime",54.9
"Gabon","GAB","Subnat","GABr109","Woleu Ntem",47.3
"Gambia","GMB","National","GMBt","Total",62.1
"Gambia","GMB","Urb/rur","GMBtu","Urban",68.7
"Gambia","GMB","Urb/rur","GMBtr","Rural",42.8
"Gambia","GMB","Poverty","GMBp1","Poor",37.8
"Gambia","GMB","Poverty","GMBp0","Nonpoor",74.7
"Gambia","GMB","Wealth quartiles","GMBw41","Lowest 25%",37.1
"Gambia","GMB","Wealth quartiles","GMBw42","Second 25%",53.2
"Gambia","GMB","Wealth quartiles","GMBw43","Third 25%",68.7
"Gambia","GMB","Wealth quartiles","GMBw44","Highest 25%",89.5
"Gambia","GMB","Subnat","GMBr101","Banjul",76.9
"Gambia","GMB","Subnat","GMBr108","Basse",51.9
"Gambia","GMB","Subnat","GMBr103","Brikama",64.5
"Gambia","GMB","Subnat","GMBr107","Janjabureh",42.5
"Gambia","GMB","Subnat","GMBr102","Kanifing",75.4
"Gambia","GMB","Subnat","GMBr105","Kerewan",50.0
"Gambia","GMB","Subnat","GMBr106","Kuntaur",38.4
"Gambia","GMB","Subnat","GMBr104","Mansakonko",47.7
"Georgia","GEO","National","GEOt","Total",83.3
"Georgia","GEO","Urb/rur","GEOtu","Urban",88.4
"Georgia","GEO","Urb/rur","GEOtr","Rural",75.8
"Georgia","GEO","Poverty","GEOp1","Poor",42.6
"Georgia","GEO","Poverty","GEOp0","Nonpoor",84.2
"Georgia","GEO","Subnat","GEOr102","Ajaria",87.2
"Georgia","GEO","Subnat","GEOr103","Guria",78.9
"Georgia","GEO","Subnat","GEOr104","Imereti Racha-Lochkhumi Kvemo Svaneti",82.1
"Georgia","GEO","Subnat","GEOr105","Kakheti",75.0
"Georgia","GEO","Subnat","GEOr106","Kvemo Kartli",81.3
"Georgia","GEO","Subnat","GEOr107","Mtskheta-Mtianeti",79.5
"Georgia","GEO","Subnat","GEOr108","Samegrelo-Zemo Svateni",76.0
"Georgia","GEO","Subnat","GEOr109","Samtskhe-Javakheti",79.1
"Georgia","GEO","Subnat","GEOr110","Shida Kartli",77.2
"Georgia","GEO","Subnat","GEOr111","Tbilisi",89.7
"Ghana","GHA","National","GHAt","Total",51.7
"Ghana","GHA","Urb/rur","GHAtu","Urban",58.5
"Ghana","GHA","Urb/rur","GHAtr","Rural",44.7
"Ghana","GHA","Poverty","GHAp1","Poor",37.6
"Ghana","GHA","Poverty","GHAp0","Nonpoor",65.1
"Ghana","GHA","Wealth quartiles","GHAw41","Lowest 25%",34.5
"Ghana","GHA","Wealth quartiles","GHAw42","Second 25%",45.2
"Ghana","GHA","Wealth quartiles","GHAw43","Third 25%",55.6
"Ghana","GHA","Wealth quartiles","GHAw44","Highest 25%",71.7
"Ghana","GHA","Subnat","GHAr106","Ashanti",54.9
"Ghana","GHA","Subnat","GHAr107","Brong Ahafo",50.6
"Ghana","GHA","Subnat","GHAr102","Central",49.3
"Ghana","GHA","Subnat","GHAr105","Eastern",51.7
"Ghana","GHA","Subnat","GHAr103","Greater Accra",61.9
"Ghana","GHA","Subnat","GHAr108","Northern",45.8
"Ghana","GHA","Subnat","GHAr110","Upper East",42.4
"Ghana","GHA","Subnat","GHAr109","Upper West",42.1
"Ghana","GHA","Subnat","GHAr104","Volta",44.5
"Ghana","GHA","Subnat","GHAr101","Western",50.4
"Guatemala","GTM","National","GTMt","Total",64.7
"Guatemala","GTM","Urb/rur","GTMtu","Urban",76.9
"Guatemala","GTM","Urb/rur","GTMtr","Rural",54.5
"Guatemala","GTM","Poverty","GTMp1","Poor",33.3
"Guatemala","GTM","Poverty","GTMp0","Nonpoor",76.6
"Guatemala","GTM","Wealth quartiles","GTMw41","Lowest 25%",33.8
"Guatemala","GTM","Wealth quartiles","GTMw42","Second 25%",59.6
"Guatemala","GTM","Wealth quartiles","GTMw43","Third 25%",75.7
"Guatemala","GTM","Wealth quartiles","GTMw44","Highest 25%",89.8
"Guatemala","GTM","Subnat","GTMr105","Central",68.6
"Guatemala","GTM","Subnat","GTMr101","Metropolitan",79.7
"Guatemala","GTM","Subnat","GTMr102","North",44.6
"Guatemala","GTM","Subnat","GTMr107","North-Occidental",55.7
"Guatemala","GTM","Subnat","GTMr103","North-Oriental",64.1
"Guatemala","GTM","Subnat","GTMr108","Peten",54.3
"Guatemala","GTM","Subnat","GTMr106","South-Occidental",63.7
"Guatemala","GTM","Subnat","GTMr104","South-Oriental",62.7
"Guinea","GIN","National","GINt","Total",40.3
"Guinea","GIN","Urb/rur","GINtu","Urban",62.7
"Guinea","GIN","Urb/rur","GINtr","Rural",28.7
"Guinea","GIN","Poverty","GINp1","Poor",27.9
"Guinea","GIN","Poverty","GINp0","Nonpoor",69.3
"Guinea","GIN","Wealth quartiles","GINw41","Lowest 25%",18.2
"Guinea","GIN","Wealth quartiles","GINw42","Second 25%",28.3
"Guinea","GIN","Wealth quartiles","GINw43","Third 25%",43.1
"Guinea","GIN","Wealth quartiles","GINw44","Highest 25%",71.5
"Guinea","GIN","Subnat","GINr101","Boke",38.1
"Guinea","GIN","Subnat","GINr102","Conakry",70.7
"Guinea","GIN","Subnat","GINr103","Faranah",31.4
"Guinea","GIN","Subnat","GINr104","Kankan",39.1
"Guinea","GIN","Subnat","GINr105","Kindia",38.8
"Guinea","GIN","Subnat","GINr106","Labe",29.2
"Guinea","GIN","Subnat","GINr107","Mamou",34.8
"Guinea","GIN","Subnat","GINr108","N Zerekore",29.3
"Guinea Bissau","GNB","National","GNBt","Total",38.4
"Guinea Bissau","GNB","Urb/rur","GNBtu","Urban",51.4
"Guinea Bissau","GNB","Urb/rur","GNBtr","Rural",29.8
"Guinea Bissau","GNB","Poverty","GNBp1","Poor",30.3
"Guinea Bissau","GNB","Poverty","GNBp0","Nonpoor",69.4
"Guinea Bissau","GNB","Wealth quartiles","GNBw41","Lowest 25%",22.2
"Guinea Bissau","GNB","Wealth quartiles","GNBw42","Second 25%",30.2
"Guinea Bissau","GNB","Wealth quartiles","GNBw43","Third 25%",38.5
"Guinea Bissau","GNB","Wealth quartiles","GNBw44","Highest 25%",62.6
"Guinea Bissau","GNB","Subnat","GNBr106","Bafata",35.3
"Guinea Bissau","GNB","Subnat","GNBr104","Biombo",31.5
"Guinea Bissau","GNB","Subnat","GNBr109","Bissau",57.0
"Guinea Bissau","GNB","Subnat","GNBr105","Bolama",24.2
"Guinea Bissau","GNB","Subnat","GNBr108","Cacheu",31.7
"Guinea Bissau","GNB","Subnat","GNBr107","Gabu",33.8
"Guinea Bissau","GNB","Subnat","GNBr103","Oio",29.6
"Guinea Bissau","GNB","Subnat","GNBr102","Quinara",30.6
"Guinea Bissau","GNB","Subnat","GNBr101","Tombali",29.8
"Guyana","GUY","National","GUYt","Total",78.3
"Guyana","GUY","Urb/rur","GUYtu","Urban",84.7
"Guyana","GUY","Urb/rur","GUYtr","Rural",75.8
"Guyana","GUY","Poverty","GUYp1","Poor",36.3
"Guyana","GUY","Poverty","GUYp0","Nonpoor",82.9
"Guyana","GUY","Wealth quartiles","GUYw41","Lowest 25%",54.1
"Guyana","GUY","Wealth quartiles","GUYw42","Second 25%",78.1
"Guyana","GUY","Wealth quartiles","GUYw43","Third 25%",87.0
"Guyana","GUY","Wealth quartiles","GUYw44","Highest 25%",93.9
"Guyana","GUY","Subnat","GUYr101","Barima-Waini",53.1
"Guyana","GUY","Subnat","GUYr107","Cuyuni-Mazaruni",61.7
"Guyana","GUY","Subnat","GUYr104","Demerara-Mahaica",83.2
"Guyana","GUY","Subnat","GUYr106","East Berbice-Corentyne",79.2
"Guyana","GUY","Subnat","GUYr103","Essequibo Islands-West Demerara",79.0
"Guyana","GUY","Subnat","GUYr105","Mahaica-Berbice",76.5
"Guyana","GUY","Subnat","GUYr102","Pomeroon-Supenaam",69.5
"Guyana","GUY","Subnat","GUYr108","Potaro-Siparuni",30.7
"Guyana","GUY","Subnat","GUYr110","Upper Demerara-Berbice",79.5
"Guyana","GUY","Subnat","GUYr109","Upper Takutu-Upper Essequibo",38.6
"Haiti","HTI","National","HTIt","Total",38.7
"Haiti","HTI","Urb/rur","HTItu","Urban",56.8
"Haiti","HTI","Urb/rur","HTItr","Rural",26.5
"Haiti","HTI","Poverty","HTIp1","Poor",24.4
"Haiti","HTI","Poverty","HTIp0","Nonpoor",68.6
"Haiti","HTI","Wealth quartiles","HTIw41","Lowest 25%",11.6
"Haiti","HTI","Wealth quartiles","HTIw42","Second 25%",26.5
"Haiti","HTI","Wealth quartiles","HTIw43","Third 25%",45.0
"Haiti","HTI","Wealth quartiles","HTIw44","Highest 25%",71.6
"Haiti","HTI","Subnat","HTIr105","Artibonite",30.9
"Haiti","HTI","Subnat","HTIr110","Camps",30.7
"Haiti","HTI","Subnat","HTIr106","Centre",27.7
"Haiti","HTI","Subnat","HTIr108","Grande-Anse, Nippes",26.4
"Haiti","HTI","Subnat","HTIr103","North",39.3
"Haiti","HTI","Subnat","HTIr104","North-East",35.9
"Haiti","HTI","Subnat","HTIr109","North-West",30.4
"Haiti","HTI","Subnat","HTIr107","South",31.5
"Haiti","HTI","Subnat","HTIr102","South-East",32.4
"Haiti","HTI","Subnat","HTIr101","West (incl Metropolitain area)",49.7
"Honduras","HND","National","HNDt","Total",64.1
"Honduras","HND","Urb/rur","HNDtu","Urban",75.6
"Honduras","HND","Urb/rur","HNDtr","Rural",51.7
"Honduras","HND","Poverty","HNDp1","Poor",32.0
"Honduras","HND","Poverty","HNDp0","Nonpoor",76.8
"Honduras","HND","Wealth quartiles","HNDw41","Lowest 25%",32.1
"Honduras","HND","Wealth quartiles","HNDw42","Second 25%",59.9
"Honduras","HND","Wealth quartiles","HNDw43","Third 25%",75.4
"Honduras","HND","Wealth quartiles","HNDw44","Highest 25%",89.0
"Honduras","HND","Subnat","HNDr101","Atlantida",69.4
"Honduras","HND","Subnat","HNDr106","Choluteca",51.3
"Honduras","HND","Subnat","HNDr102","Colon",65.9
"Honduras","HND","Subnat","HNDr103","Comayagua",65.4
"Honduras","HND","Subnat","HNDr104","Copan",57.8
"Honduras","HND","Subnat","HNDr105","Cortes",74.9
"Honduras","HND","Subnat","HNDr107","El Paraiso",51.7
"Honduras","HND","Subnat","HNDr108","Francisco Morazan",72.1
"Honduras","HND","Subnat","HNDr109","Gracias a Dios",33.1
"Honduras","HND","Subnat","HNDr110","Intibuca",47.2
"Honduras","HND","Subnat","HNDr111","Islas de la Bahia",74.7
"Honduras","HND","Subnat","HNDr112","La Paz",52.4
"Honduras","HND","Subnat","HNDr113","Lempira",44.1
"Honduras","HND","Subnat","HNDr114","Ocotepeque",60.8
"Honduras","HND","Subnat","HNDr115","Olancho",56.8
"Honduras","HND","Subnat","HNDr116","Santa Barbara",60.2
"Honduras","HND","Subnat","HNDr117","Valle",55.7
"Honduras","HND","Subnat","HNDr118","Yoro",63.9
"India","IND","National","INDt","Total",55.1
"India","IND","Urb/rur","INDtu","Urban",71.8
"India","IND","Urb/rur","INDtr","Rural",46.2
"India","IND","Poverty","INDp1","Poor",31.4
"India","IND","Poverty","INDp0","Nonpoor",73.3
"India","IND","Wealth quartiles","INDw41","Lowest 25%",24.6
"India","IND","Wealth quartiles","INDw42","Second 25%",46.2
"India","IND","Wealth quartiles","INDw43","Third 25%",65.6
"India","IND","Wealth quartiles","INDw44","Highest 25%",84.0
"India","IND","Subnat","INDr136","Andaman and Nicobar Islands",72.2
"India","IND","Subnat","INDr101","Andhra Pradesh",60.1
"India","IND","Subnat","INDr125","Arunachal Pradesh",58.5
"India","IND","Subnat","INDr102","Assam",42.6
"India","IND","Subnat","INDr103","Bihar",34.7
"India","IND","Subnat","INDr131","Chandigarth",83.1
"India","IND","Subnat","INDr129","Chhattisgarh",47.4
"India","IND","Subnat","INDr132","Dadra and Nagar Haveli",55.8
"India","IND","Subnat","INDr134","Daman and Diu",70.3
"India","IND","Subnat","INDr104","Goa",79.7
"India","IND","Subnat","INDr105","Gujarat",66.8
"India","IND","Subnat","INDr106","Haryana",73.5
"India","IND","Subnat","INDr107","Himachal Pradesh",73.7
"India","IND","Subnat","INDr108","Jammu and Kashmir",66.2
"India","IND","Subnat","INDr128","Jharkhand",40.2
"India","IND","Subnat","INDr109","Karnataka",61.5
"India","IND","Subnat","INDr110","Kerala",76.9
"India","IND","Subnat","INDr135","Lakshadweep",76.9
"India","IND","Subnat","INDr111","Madhya Pradesh",47.1
"India","IND","Subnat","INDr112","Maharashtra",63.1
"India","IND","Subnat","INDr113","Manipur",51.8
"India","IND","Subnat","INDr114","Meghalaya",53.0
"India","IND","Subnat","INDr115","Mizoram",71.5
"India","IND","Subnat","INDr116","Nagaland",57.9
"India","IND","Subnat","INDr124","New Delhi",77.9
"India","IND","Subnat","INDr117","Orissa",42.3
"India","IND","Subnat","INDr133","Puducherry",71.7
"India","IND","Subnat","INDr118","Punjab",78.0
"India","IND","Subnat","INDr119","Rajasthan",56.6
"India","IND","Subnat","INDr120","Sikkim",71.6
"India","IND","Subnat","INDr121","Tamil Nadu",64.2
"India","IND","Subnat","INDr130","Telangana",62.6
"India","IND","Subnat","INDr126","Tripura",47.4
"India","IND","Subnat","INDr123","Uttar Pradesh",44.8
"India","IND","Subnat","INDr127","Uttaranchal",63.2
"India","IND","Subnat","INDr122","West Bengal",49.2
"Indonesia","IDN","National","IDNt","Total",71.8
"Indonesia","IDN","Urb/rur","IDNtu","Urban",78.2
"Indonesia","IDN","Urb/rur","IDNtr","Rural",65.7
"Indonesia","IDN","Poverty","IDNp1","Poor",37.3
"Indonesia","IDN","Poverty","IDNp0","Nonpoor",76.6
"Indonesia","IDN","Wealth quartiles","IDNw41","Lowest 25%",49.3
"Indonesia","IDN","Wealth quartiles","IDNw42","Second 25%",69.5
"Indonesia","IDN","Wealth quartiles","IDNw43","Third 25%",79.6
"Indonesia","IDN","Wealth quartiles","IDNw44","Highest 25%",88.8
"Indonesia","IDN","Subnat","IDNr116","Bali",79.7
"Indonesia","IDN","Subnat","IDNr109","Bangka Belitung",76.7
"Indonesia","IDN","Subnat","IDNr115","Banten",76.2
"Indonesia","IDN","Subnat","IDNr107","Bengkulu",70.9
"Indonesia","IDN","Subnat","IDNr112","Central Java",71.8
"Indonesia","IDN","Subnat","IDNr121","Central Kalimantan",64.7
"Indonesia","IDN","Subnat","IDNr125","Central Sulawesi",64.0
"Indonesia","IDN","Subnat","IDNr101","DI Aceh",67.1
"Indonesia","IDN","Subnat","IDNr113","DI Yogyakarta",74.4
"Indonesia","IDN","Subnat","IDNr110","DKI Jakarta",82.2
"Indonesia","IDN","Subnat","IDNr114","East Java",73.3
"Indonesia","IDN","Subnat","IDNr123","East Kalimantan",75.7
"Indonesia","IDN","Subnat","IDNr118","East Nusa Tenggara",51.6
"Indonesia","IDN","Subnat","IDNr119","East Timor",
"Indonesia","IDN","Subnat","IDNr128","Gorontalo",64.8
"Indonesia","IDN","Subnat","IDNr130","Irian Jaya (Papua and Papua Barat)",57.2
"Indonesia","IDN","Subnat","IDNr105","Jambi",72.0
"Indonesia","IDN","Subnat","IDNr108","Lampung",70.5
"Indonesia","IDN","Subnat","IDNr129","Maluku",62.5
"Indonesia","IDN","Subnat","IDNr124","North Sulawesi",71.4
"Indonesia","IDN","Subnat","IDNr102","North Sumatra",69.2
"Indonesia","IDN","Subnat","IDNr104","Riau (incl. Riau islands)",72.7
"Indonesia","IDN","Subnat","IDNr122","South Kalimantan",68.6
"Indonesia","IDN","Subnat","IDNr126","South Sulawesi (incl Sulawesi Barat)",68.9
"Indonesia","IDN","Subnat","IDNr106","South Sumatra",70.1
"Indonesia","IDN","Subnat","IDNr127","Southeast Sulawesi",67.0
"Indonesia","IDN","Subnat","IDNr111","West Java",74.1
"Indonesia","IDN","Subnat","IDNr120","West Kalimantan",65.1
"Indonesia","IDN","Subnat","IDNr117","West Nusa Tenggara",65.9
"Indonesia","IDN","Subnat","IDNr103","West Sumatra",70.2
"Iran","IRN","National","IRNt","Total",
"Iran","IRN","Urb/rur","IRNtu","Urban",
"Iran","IRN","Urb/rur","IRNtr","Rural",
"Iran","IRN","Poverty","IRNp1","Poor",
"Iran","IRN","Poverty","IRNp0","Nonpoor",
"Iran","IRN","Wealth quartiles","IRNw41","Lowest 25%",
"Iran","IRN","Wealth quartiles","IRNw42","Second 25%",
"Iran","IRN","Wealth quartiles","IRNw43","Third 25%",
"Iran","IRN","Wealth quartiles","IRNw44","Highest 25%",
"Iran","IRN","Subnat","IRNr125","Ardebil",
"Iran","IRN","Subnat","IRNr119","Bushehr",
"Iran","IRN","Subnat","IRNr115","Chaharmahal and Bakhtiyari",
"Iran","IRN","Subnat","IRNr104","EastAzarbayejan",
"Iran","IRN","Subnat","IRNr111","Esfahan",
"Iran","IRN","Subnat","IRNr108","Fars",
"Iran","IRN","Subnat","IRNr102","Gilan",
"Iran","IRN","Subnat","IRNr128","Golestan",
"Iran","IRN","Subnat","IRNr114","Hamedan",
"Iran","IRN","Subnat","IRNr123","Hormozgan",
"Iran","IRN","Subnat","IRNr117","Ilam",
"Iran","IRN","Subnat","IRNr109","Kerman",
"Iran","IRN","Subnat","IRNr106","Kermanshah",
"Iran","IRN","Subnat","IRNr110","Khorasan-e-Razavi",
"Iran","IRN","Subnat","IRNr107","Khuzestan",
"Iran","IRN","Subnat","IRNr118","Kohgiluyeh and Boyerahmad",
"Iran","IRN","Subnat","IRNr113","Kordestan",
"Iran","IRN","Subnat","IRNr116","Lorestan",
"Iran","IRN","Subnat","IRNr101","Markazi",
"Iran","IRN","Subnat","IRNr103","Mazandaran",
"Iran","IRN","Subnat","IRNr129","North Khorasan",
"Iran","IRN","Subnat","IRNr127","Qazvin",
"Iran","IRN","Subnat","IRNr126","Qom",
"Iran","IRN","Subnat","IRNr121","Semnan",
"Iran","IRN","Subnat","IRNr112","Sistanand Baluchestan",
"Iran","IRN","Subnat","IRNr130","South Khorasan",
"Iran","IRN","Subnat","IRNr124","Tehran and Alborz",
"Iran","IRN","Subnat","IRNr105","WestAzarbayejan",
"Iran","IRN","Subnat","IRNr122","Yazd",
"Iran","IRN","Subnat","IRNr120","Zanjan",
"Iraq","IRQ","National","IRQt","Total",86.4
"Iraq","IRQ","Urb/rur","IRQtu","Urban",87.8
"Iraq","IRQ","Urb/rur","IRQtr","Rural",82.9
"Iraq","IRQ","Poverty","IRQp1","Poor",43.1
"Iraq","IRQ","Poverty","IRQp0","Nonpoor",86.7
"Iraq","IRQ","Wealth quartiles","IRQw41","Lowest 25%",75.5
"Iraq","IRQ","Wealth quartiles","IRQw42","Second 25%",85.5
"Iraq","IRQ","Wealth quartiles","IRQw43","Third 25%",90.6
"Iraq","IRQ","Wealth quartiles","IRQw44","Highest 25%",94.1
"Iraq","IRQ","Subnat","IRQr107","Anbar",83.3
"Iraq","IRQ","Subnat","IRQr109","Babylon",81.1
"Iraq","IRQ","Subnat","IRQr108","Baghdad",89.0
"Iraq","IRQ","Subnat","IRQr118","Basra",82.2
"Iraq","IRQ","Subnat","IRQr106","Diala",87.5
"Iraq","IRQ","Subnat","IRQr101","Dohouk",91.5
"Iraq","IRQ","Subnat","IRQr105","Erbil",91.3
"Iraq","IRQ","Subnat","IRQr110","Kerbela",82.6
"Iraq","IRQ","Subnat","IRQr117","Maysan",80.1
"Iraq","IRQ","Subnat","IRQr115","Muthanna",86.3
"Iraq","IRQ","Subnat","IRQr113","Najaf",77.0
"Iraq","IRQ","Subnat","IRQr102","Nenava",87.5
"Iraq","IRQ","Subnat","IRQr114","Qadisiya",85.8
"Iraq","IRQ","Subnat","IRQr112","Salaheldeen",89.1
"Iraq","IRQ","Subnat","IRQr103","Suleimaniya",89.2
"Iraq","IRQ","Subnat","IRQr104","Ta-amem-Karkuk",89.6
"Iraq","IRQ","Subnat","IRQr116","Thi-Qar",86.7
"Iraq","IRQ","Subnat","IRQr111","Wasit",78.6
"Jamaica","JAM","National","JAMt","Total",75.2
"Jamaica","JAM","Urb/rur","JAMtu","Urban",81.4
"Jamaica","JAM","Urb/rur","JAMtr","Rural",67.4
"Jamaica","JAM","Poverty","JAMp1","Poor",38.4
"Jamaica","JAM","Poverty","JAMp0","Nonpoor",79.2
"Jamaica","JAM","Wealth quartiles","JAMw41","Lowest 25%",53.0
"Jamaica","JAM","Wealth quartiles","JAMw42","Second 25%",72.5
"Jamaica","JAM","Wealth quartiles","JAMw43","Third 25%",83.5
"Jamaica","JAM","Wealth quartiles","JAMw44","Highest 25%",91.8
"Jamaica","JAM","Subnat","JAMr101","Kingston, St Andrew",83.3
"Jamaica","JAM","Subnat","JAMr106","Manchester, Clarendon",72.8
"Jamaica","JAM","Subnat","JAMr103","St Ann, St Catherine",76.0
"Jamaica","JAM","Subnat","JAMr105","St James, Hanover, Westmoreland",73.2
"Jamaica","JAM","Subnat","JAMr102","St Thomas, Portland, St Mary",69.6
"Jamaica","JAM","Subnat","JAMr104","Trelawny, St Elizabeth",64.3
"Jordan","JOR","National","JORt","Total",92.5
"Jordan","JOR","Urb/rur","JORtu","Urban",92.7
"Jordan","JOR","Urb/rur","JORtr","Rural",90.6
"Jordan","JOR","Poverty","JORp1","Poor",37.9
"Jordan","JOR","Poverty","JORp0","Nonpoor",92.6
"Jordan","JOR","Wealth quartiles","JORw41","Lowest 25%",85.7
"Jordan","JOR","Wealth quartiles","JORw42","Second 25%",91.8
"Jordan","JOR","Wealth quartiles","JORw43","Third 25%",94.6
"Jordan","JOR","Wealth quartiles","JORw44","Highest 25%",97.7
"Jordan","JOR","Subnat","JORr108","Aljoun",90.5
"Jordan","JOR","Subnat","JORr101","Amman",94.5
"Jordan","JOR","Subnat","JORr112","Aqaba",93.3
"Jordan","JOR","Subnat","JORr102","Balqa",91.1
"Jordan","JOR","Subnat","JORr105","Irbid",90.7
"Jordan","JOR","Subnat","JORr107","Jarash",90.8
"Jordan","JOR","Subnat","JORr109","Karak",93.4
"Jordan","JOR","Subnat","JORr111","Ma'an",92.2
"Jordan","JOR","Subnat","JORr104","Madaba",92.1
"Jordan","JOR","Subnat","JORr106","Mafraq",86.7
"Jordan","JOR","Subnat","JORr110","Tafiela",92.9
"Jordan","JOR","Subnat","JORr103","Zarqa",91.6
"Kazakhstan","KAZ","National","KAZt","Total",83.0
"Kazakhstan","KAZ","Urb/rur","KAZtu","Urban",86.8
"Kazakhstan","KAZ","Urb/rur","KAZtr","Rural",77.1
"Kazakhstan","KAZ","Poverty","KAZp1","Poor",42.8
"Kazakhstan","KAZ","Poverty","KAZp0","Nonpoor",83.2
"Kazakhstan","KAZ","Wealth quartiles","KAZw41","Lowest 25%",70.9
"Kazakhstan","KAZ","Wealth quartiles","KAZw42","Second 25%",81.6
"Kazakhstan","KAZ","Wealth quartiles","KAZw43","Third 25%",88.4
"Kazakhstan","KAZ","Wealth quartiles","KAZw44","Highest 25%",90.9
"Kazakhstan","KAZ","Subnat","KAZr101","Almaty city",89.3
"Kazakhstan","KAZ","Subnat","KAZr104","Central region (Karagandinskaya)",85.1
"Kazakhstan","KAZ","Subnat","KAZr106","East region (East-Kazakhstanskaya)",81.8
"Kazakhstan","KAZ","Subnat","KAZr105","North region (Akmolinskaya (incl Astana city), Kostnaiskaya, Pavlodarskaya, North-Kazakhstanskaya)",82.9
"Kazakhstan","KAZ","Subnat","KAZr102","South region (Almatinskaya, Zhambylskaya, Kyzylordinskaya, South-Kazakhstanskaya)",81.5
"Kazakhstan","KAZ","Subnat","KAZr103","West region (Aktyubinskaya, Atyrauskaya, Mangistauskaya, West-Kazakhstanskaya)",81.5
